user,revenue,units,ls_date,tsls,rating,ttp,total_sessions,completed,completed_post,predictedByModel,win_rate,tries,device,tbs,tsad
4045,NULL,NULL,5/27/2015,329,-1,282,3,0.155555556,0.444444444,0.444444444,1,2,iphone,438.5,1373
8042,NULL,NULL,5/27/2015,27070,-1,10046,6,0.733333333,0.888888889,0.52642892,0.436363636,55,iphone,30737,183974
366,NULL,NULL,5/25/2015,185699,-1,178,3,0.133333333,0.133333333,0.133333333,0.333333333,3,ipad,5791,193738
7699,NULL,NULL,5/27/2015,16363,0,1847,4,0.4,0.444444444,0.359063846,0.733333333,15,iphone,636,18283
2881,NULL,NULL,5/26/2015,105567,0,1305,5,0.288888889,0.355555556,0.355555556,0.9,10,iphone,20984,189690
3477,NULL,NULL,5/25/2015,257348,-1,1,1,NULL,0.155555556,0.155555556,NULL,NULL,iphone,NULL,257350
22,NULL,NULL,5/26/2015,133105,0,890,3,0.355555556,0.355555556,0.355555556,0.380952381,21,iphone,5109,143282
7829,NULL,NULL,5/27/2015,29533,1,502,4,0.177777778,0.177777778,0.177777778,0.4,5,ipad,74074.33333,251735
7792,NULL,NULL,5/26/2015,113793,0,374,2,0.2,0.2,0.2,0.5,6,iphone,1088,114168
9215,NULL,NULL,5/25/2015,237101,0,342,3,0.177777778,0.177777778,0.177777778,0.5,6,iphone,4351,245798
6486,NULL,NULL,5/27/2015,7992,0,983,3,0.266666667,0.444444444,0.444444444,0.625,8,ipad,13754,35501
7122,NULL,NULL,NULL,NULL,0,0,1,0.333333333,0.333333333,0.333333333,0.4,15,ipad,NULL,99140
7650,NULL,NULL,5/27/2015,36370,0,5040,11,0.555555556,0.555555556,0.555555556,0.540540541,37,ipod,15819.1,193554
8236,NULL,NULL,5/26/2015,140506,0,1871,8,0.333333333,0.333333333,0.333333333,0.875,8,iphone,10534.71429,214226
7834,NULL,NULL,5/27/2015,1877,0,3070,1,0.266666667,0.444444444,0.444444444,0.875,8,iphone,NULL,4948
8271,NULL,NULL,5/27/2015,34637,-1,327,1,0.155555556,0.222222222,0.222222222,0.25,4,iphone,NULL,34965
1200,NULL,NULL,5/25/2015,184547,0,88,2,0.333333333,0.333333333,0.333333333,0.5,18,ipad,13476,184636
795,NULL,NULL,5/25/2015,220287,0,28,2,0.266666667,0.266666667,0.266666667,0.454545455,11,ipad,35,220316
1254,NULL,NULL,5/26/2015,150365,0,1842,3,0.333333333,0.333333333,0.333333333,0.777777778,9,ipad,11661.5,152534
4579,NULL,NULL,NULL,NULL,0,0,1,0.222222222,0.222222222,0.222222222,0.75,4,iphone,NULL,56672
2905,NULL,NULL,5/27/2015,24378,0,3495,3,0.555555556,0.555555556,0.555555556,0.8,20,ipad,53686,133941
422,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,1,1,ipad,NULL,194876
328,NULL,NULL,5/25/2015,193664,-1,251,1,0.155555556,0.155555556,0.155555556,0.5,2,iphone,NULL,193916
3064,NULL,NULL,5/27/2015,77634,0,622,1,0.222222222,0.222222222,0.222222222,1,3,ipod,NULL,78257
8579,NULL,NULL,5/27/2015,10175,0,862,1,0.222222222,0.4,0.4,0.5,6,iphone,NULL,11038
2175,NULL,NULL,5/27/2015,57765,-1,1823,26,0.133333333,0.133333333,0.133333333,0.083333333,12,ipad,7467.84,244626
4429,NULL,NULL,5/27/2015,10897,-1,264,1,0.133333333,0.222222222,0.222222222,1,1,ipod,NULL,11162
4296,NULL,NULL,5/25/2015,192398,-1,141,1,0.133333333,0.133333333,0.133333333,1,1,ipad,NULL,192540
7907,NULL,NULL,5/27/2015,76786,0,3718,2,0.222222222,0.222222222,0.222222222,1,3,ipad,173176,251599
7055,NULL,NULL,5/26/2015,134136,0,4098,3,0.444444444,0.444444444,0.444444444,0.846153846,13,ipad,22118,178864
7505,NULL,NULL,NULL,NULL,0,0,1,0.177777778,0.444444444,0.444444444,0.5,4,iphone,NULL,49961
5449,NULL,NULL,5/27/2015,42251,0,1221,2,0.266666667,0.266666667,0.266666667,0.333333333,12,iphone,1249,43473
458,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,NULL,NULL,iphone,NULL,3823
6931,NULL,NULL,NULL,NULL,0,0,1,0.222222222,0.222222222,0.222222222,1,3,iphone,NULL,20624
7321,NULL,NULL,NULL,NULL,-1,0,1,NULL,NULL,0.5,NULL,NULL,iphone,NULL,70334
9741,NULL,NULL,NULL,NULL,0,0,1,0.266666667,0.266666667,0.266666667,0.833333333,6,iphone,NULL,195762
5429,NULL,NULL,5/27/2015,48432,0,4737,4,0.288888889,0.333333333,0.333333333,0.195652174,46,ipad,1383.333333,54562
3541,NULL,NULL,5/26/2015,168674,0,4613,11,0.444444444,0.444444444,0.444444444,0.454545455,33,iphone,7830.4,178168
2955,NULL,NULL,NULL,NULL,-1,0,1,0.155555556,0.155555556,0.155555556,1,2,iphone,NULL,202105
2833,NULL,NULL,5/25/2015,188362,0,225,3,0.177777778,0.177777778,0.177777778,0.428571429,7,ipad,38117,199032
6148,NULL,NULL,5/25/2015,244415,-1,139,2,0.133333333,0.133333333,0.133333333,1,1,iphone,61554,244555
2746,NULL,NULL,NULL,NULL,-1,0,1,0.155555556,0.155555556,0.155555556,0.5,2,ipad,NULL,127280
3654,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,NULL,NULL,ipad,NULL,198352
7889,NULL,NULL,5/27/2015,6534,0,2110,2,0.377777778,0.444444444,0.369037574,0.565217391,23,iphone,2155,8645
8833,NULL,NULL,5/26/2015,139386,-1,2533,4,0.177777778,0.177777778,0.177777778,0.039215686,51,ipad,31370,216442
1169,NULL,NULL,NULL,NULL,0,0,1,0.266666667,0.266666667,0.266666667,0.5,12,iphone,NULL,175909
5663,NULL,NULL,5/26/2015,124920,0,1041,3,0.222222222,0.333333333,0.333333333,1,3,iphone,43460.5,212074
7369,NULL,NULL,5/25/2015,206088,0,1871,4,0.222222222,0.222222222,0.222222222,0.6,5,iphone,7716,229221
5276,NULL,NULL,5/27/2015,22499,0,6273,14,0.466666667,0.555555556,0.497865715,0.547619048,42,ipad,13829.07692,203796
5794,NULL,NULL,5/27/2015,10132,0,4408,12,0.222222222,0.222222222,0.222222222,0.344827586,29,ipod,10142.72727,122191
6000,NULL,NULL,5/27/2015,22899,0,100,2,0.222222222,0.222222222,0.222222222,0.5,6,ipad,232,23000
4813,NULL,NULL,NULL,NULL,0,0,1,0.288888889,0.288888889,0.288888889,1,8,iphone,NULL,135267
3247,NULL,NULL,5/27/2015,62125,0,3984,5,0.444444444,0.666666667,0.37862874,0.764705882,17,iphone,6609,88500
6587,NULL,NULL,5/27/2015,4462,0,3777,3,0.266666667,0.444444444,0.444444444,1,6,iphone,53604,113254
2243,NULL,NULL,5/27/2015,27961,0,4914,7,0.6,0.888888889,0.888888889,0.411764706,51,iphone,33977.33333,232742
3014,NULL,NULL,NULL,NULL,0,0,1,0.222222222,0.222222222,0.222222222,0.6,5,iphone,NULL,185433
9257,NULL,NULL,5/27/2015,14689,0,319,3,0.177777778,0.222222222,0.222222222,0.666666667,3,ipad,14440,43875
2165,NULL,NULL,NULL,NULL,0,0,1,0.155555556,0.155555556,0.155555556,1,2,iphone,NULL,24549
1777,NULL,NULL,5/27/2015,12982,0,8294,7,0.222222222,0.444444444,0.444444444,1,2,iphone,27431,179471
8146,NULL,NULL,NULL,NULL,0,0,1,0.222222222,0.222222222,0.222222222,1,2,ipad,NULL,33579
8944,NULL,NULL,5/26/2015,87337,0,3339,9,0.333333333,0.333333333,0.333333333,0.322580645,31,iphone,9414.75,162626
6286,NULL,NULL,5/27/2015,11635,0,6745,9,0.488888889,0.555555556,0.46395535,0.516129032,31,ipad,11726.125,106692
4682,NULL,NULL,5/26/2015,111515,1,1160,1,0.266666667,0.266666667,0.266666667,0.571428571,7,ipad,NULL,112676
2775,NULL,NULL,NULL,NULL,-1,0,1,0.155555556,0.155555556,0.155555556,1,2,iphone,NULL,80080
7217,NULL,NULL,5/27/2015,31666,0,12382,24,0.733333333,0.888888889,0.650381399,0.471698113,53,iphone,8138.217391,219868
9949,NULL,NULL,5/25/2015,176864,0,1278,2,0.288888889,0.288888889,0.288888889,0.304347826,23,ipad,78874,178143
7223,NULL,NULL,5/26/2015,163778,0,2392,3,0.4,0.4,0.4,0.75,20,iphone,61051,212027
771,NULL,NULL,5/27/2015,1305,0,10227,20,0.444444444,0.444444444,0.582232229,0.344827586,58,iphone,2051.736842,39734
5133,NULL,NULL,NULL,NULL,0,0,1,0.222222222,0.222222222,0.222222222,0.666666667,3,iphone,NULL,222327
4016,NULL,NULL,5/27/2015,14460,0,1905,1,0.4,0.4,0.4,0.8125,16,ipod,NULL,16366
1661,NULL,NULL,5/27/2015,55139,0,1967,4,0.4,0.777777778,0.777777778,0.681818182,22,iphone,7604.333333,77968
5822,NULL,NULL,5/26/2015,107456,-1,133,1,0.133333333,0.133333333,0.133333333,1,1,ipad,NULL,107590
7566,NULL,NULL,5/27/2015,63706,-1,122,2,0.133333333,0.133333333,0.133333333,NULL,NULL,ipad,1548,63829
9295,NULL,NULL,5/25/2015,178527,0,512,2,0.222222222,0.222222222,0.222222222,1,3,iphone,41118,220055
8154,NULL,NULL,5/27/2015,73484,0,6253,7,0.444444444,0.444444444,0.444444444,0.276595745,47,ipad,15499.33333,117279
9595,NULL,NULL,5/25/2015,212042,0,1400,3,0.444444444,0.444444444,0.444444444,0.684210526,19,iphone,761,213498
7550,NULL,NULL,5/27/2015,22608,0,4049,2,0.444444444,0.777777778,0.401084294,0.535714286,28,ipod,3282,29436
5178,NULL,NULL,5/26/2015,122149,0,1524,3,0.222222222,0.222222222,0.222222222,0.75,4,iphone,1551,124772
1539,NULL,NULL,5/27/2015,39571,-1,334,2,0.155555556,0.222222222,0.222222222,0.333333333,3,iphone,44041,83810
5311,NULL,NULL,5/27/2015,77915,0,13093,9,0.888888889,1,0.583057245,0.551020408,49,ipad,21777,252458
9892,NULL,NULL,5/27/2015,30775,0,2391,6,0.177777778,0.177777778,0.177777778,0.157894737,19,iphone,3275.4,47653
835,NULL,NULL,5/27/2015,33117,0,3712,3,0.444444444,0.688888889,0.688888889,0.684210526,19,iphone,67489.5,170920
5911,NULL,NULL,5/27/2015,15915,0,26680,24,0.888888889,0.888888889,0.888888889,0.27184466,103,iphone,6222.347826,160098
4913,NULL,NULL,5/27/2015,67461,0,3708,2,0.4,0.4,0.4,0.5,24,iphone,126541,194793
3736,NULL,NULL,5/26/2015,92283,1,2133,5,0.222222222,0.222222222,0.222222222,0.75,4,iphone,21054,176752
2427,NULL,NULL,5/27/2015,5982,1,7205,5,0.333333333,0.333333333,0.333333333,1,6,iphone,53196.25,213240
1565,NULL,NULL,5/27/2015,71426,1,3650,13,0.444444444,0.488888889,0.488888889,0.529411765,17,iphone,11777.25,213122
7708,NULL,NULL,5/25/2015,173768,0,1647,3,0.266666667,0.311111111,0.311111111,0.833333333,6,iphone,6151,187423
8589,NULL,NULL,NULL,NULL,0,0,1,0.4,0.4,0.4,0.882352941,17,ipod,NULL,93908
1641,NULL,NULL,5/26/2015,133760,-1,583,6,0.177777778,0.177777778,0.177777778,0.4,5,ipad,7577.2,171749
1043,NULL,NULL,NULL,NULL,-1,0,1,NULL,NULL,0.5,NULL,NULL,iphone,NULL,229372
8578,NULL,NULL,5/27/2015,9137,0,1976,6,0.333333333,0.333333333,0.333333333,0.583333333,12,iphone,13833,78957
6762,NULL,NULL,NULL,NULL,0,0,1,0.177777778,0.177777778,0.177777778,1,3,iphone,NULL,213728
9320,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,1,1,ipad,NULL,94091
5329,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,1,1,iphone,NULL,7476
4938,NULL,NULL,5/25/2015,194225,0,1270,6,0.222222222,0.222222222,0.222222222,0.272727273,11,iphone,6968.6,228908
8027,NULL,NULL,5/27/2015,44210,0,1886,4,0.444444444,0.444444444,0.444444444,0.882352941,17,iphone,54126.33333,206553
6887,NULL,NULL,NULL,NULL,1,0,1,0.266666667,0.266666667,0.266666667,0.5,10,iphone,NULL,202211
239,NULL,NULL,5/26/2015,149440,0,5780,10,0.444444444,0.444444444,0.444444444,0.366666667,30,iphone,14048.33333,229810
2474,NULL,NULL,5/27/2015,6891,0,515,1,0.2,0.355555556,0.355555556,1,4,ipad,NULL,7407
4799,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,1,1,iphone,NULL,184481
179,NULL,NULL,5/27/2015,32132,0,6457,11,0.555555556,0.666666667,0.501159561,0.43902439,41,iphone,10331.2,137206
6918,NULL,NULL,NULL,NULL,0,0,1,0.288888889,0.288888889,0.288888889,1,7,iphone,NULL,12908
9118,NULL,NULL,NULL,NULL,-1,0,1,0.155555556,0.155555556,0.155555556,0.5,2,iphone,NULL,39044
4073,NULL,NULL,NULL,NULL,0,0,1,0.266666667,0.266666667,0.266666667,0.375,8,iphone,NULL,82599
1173,NULL,NULL,5/27/2015,79461,-1,516,3,0.133333333,0.133333333,0.133333333,0.5,4,iphone,59345.5,198473
2159,NULL,NULL,NULL,NULL,0,0,1,0.222222222,0.222222222,0.222222222,1,3,ipad,NULL,94653
9007,NULL,NULL,5/25/2015,190421,0,414,2,0.155555556,0.155555556,0.155555556,0.285714286,7,iphone,12309,190836
7938,NULL,NULL,5/27/2015,82200,0,20,2,0.155555556,0.155555556,0.155555556,0.5,4,ipad,1009,82221
4314,NULL,NULL,5/27/2015,48439,-1,604,2,0.177777778,0.222222222,0.222222222,0.25,8,ipad,93738,142781
5000,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,1,1,iphone,NULL,107709
2320,NULL,NULL,5/27/2015,84976,0,10801,9,0.555555556,0.666666667,0.525084907,0.352941176,51,ipad,13231.75,191840
3675,NULL,NULL,5/27/2015,16204,0,6361,8,0.666666667,0.711111111,0.498409777,0.538461538,39,iphone,18431.57143,148123
323,NULL,NULL,5/26/2015,165850,0,869,3,0.222222222,0.222222222,0.222222222,0.75,4,ipad,39595,171655
1136,NULL,NULL,5/27/2015,48030,0,2065,6,0.4,0.4,0.4,0.80952381,21,iphone,21024.6,153313
4839,NULL,NULL,5/27/2015,64070,0,1680,4,0.222222222,0.222222222,0.222222222,0.545454545,11,ipad,22571,131917
836,NULL,NULL,NULL,NULL,-1,0,1,0.155555556,0.155555556,0.155555556,1,2,ipad,NULL,99539
434,NULL,NULL,5/27/2015,78270,0,2370,5,0.222222222,0.222222222,0.222222222,0.157894737,19,iphone,24637.75,177394
8434,NULL,NULL,5/27/2015,16896,0,1895,2,0.333333333,0.333333333,0.333333333,0.5625,16,iphone,4833,22685
1292,NULL,NULL,5/27/2015,20958,0,1946,7,0.333333333,0.333333333,0.333333333,0.625,16,iphone,14004.66667,105667
1852,NULL,NULL,5/27/2015,48287,-1,69,3,0.133333333,0.133333333,0.133333333,NULL,NULL,iphone,5294,55566
1785,NULL,NULL,NULL,NULL,-1,0,1,0.155555556,0.155555556,0.155555556,0.5,2,iphone,NULL,205264
2381,NULL,NULL,5/27/2015,25796,0,10638,5,0.422222222,0.711111111,0.420324439,0.785714286,14,iphone,37231,174822
2934,NULL,NULL,5/27/2015,10328,0,7666,12,0.444444444,0.444444444,0.444444444,0.405405405,37,ipod,9313.363636,113507
2337,NULL,NULL,5/27/2015,58538,0,4286,1,0.511111111,0.777777778,0.373837109,0.75,20,iphone,NULL,62825
8119,NULL,NULL,5/27/2015,43970,0,2744,6,0.444444444,0.444444444,0.444444444,0.571428571,21,ipod,7812,83801
6157,NULL,NULL,5/27/2015,45695,0,4070,12,0.555555556,0.888888889,0.457026281,0.6,25,iphone,7211.181818,125577
2799,NULL,NULL,5/27/2015,18717,0,9555,17,0.622222222,0.733333333,0.610855821,0.674698795,83,iphone,10680.75,190312
8927,NULL,NULL,5/27/2015,48352,1,3281,7,0.4,0.4,0.4,0.714285714,35,ipad,14828.16667,137425
2948,NULL,NULL,5/27/2015,84298,-1,308,1,0.155555556,0.222222222,0.222222222,1,2,ipod,NULL,84607
4536,NULL,NULL,NULL,NULL,-1,0,1,0.155555556,0.155555556,0.155555556,NULL,NULL,ipad,NULL,220005
2728,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,0.625,8,ipad,NULL,44283
4891,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,NULL,NULL,ipad,NULL,210529
8374,NULL,NULL,5/26/2015,87739,0,2909,3,0.288888889,0.355555556,0.355555556,0.769230769,13,iphone,65350.5,219028
516,NULL,NULL,NULL,NULL,-1,0,1,NULL,0.444444444,0.444444444,NULL,NULL,iphone,NULL,4850
2864,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,1,1,ipad,NULL,89349
787,NULL,NULL,5/27/2015,2574,0,2476,2,0.444444444,0.666666667,0.349931942,0.846153846,13,ipad,4665,5051
2178,NULL,NULL,5/27/2015,45756,0,621,4,0.222222222,0.222222222,0.222222222,0.375,8,iphone,272.3333333,46491
5997,NULL,NULL,NULL,NULL,-1,0,1,0.155555556,0.155555556,0.155555556,1,2,iphone,NULL,202992
4900,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,NULL,NULL,iphone,NULL,208577
4262,NULL,NULL,NULL,NULL,0,0,1,0.222222222,0.222222222,0.222222222,0.75,4,ipad,NULL,258969
27,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,1,1,iphone,NULL,258103
8818,NULL,NULL,5/27/2015,6027,-1,5343,9,0.177777778,0.177777778,0.177777778,0.130434783,23,iphone,22566.875,186919
4358,NULL,NULL,NULL,NULL,0,0,1,0.288888889,0.288888889,0.288888889,0.857142857,7,iphone,NULL,196253
5351,NULL,NULL,5/26/2015,164202,0,2977,6,0.444444444,0.444444444,0.444444444,0.681818182,22,ipad,6843.4,198603
8634,NULL,NULL,5/26/2015,120303,0,5653,5,0.288888889,0.333333333,0.333333333,0.155172414,58,ipad,20088,200716
3679,NULL,NULL,5/27/2015,71,1,4506,8,0.311111111,0.4,0.4,0.7,10,iphone,28589.14286,201430
3656,NULL,NULL,5/26/2015,107298,-1,13,1,0.133333333,0.177777778,0.177777778,NULL,NULL,ipad,NULL,107312
8127,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,1,1,ipad,NULL,143143
5005,NULL,NULL,NULL,NULL,0,0,1,0.177777778,0.177777778,0.177777778,0.6,5,iphone,NULL,137780
1430,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,NULL,NULL,ipad,NULL,16643
2503,NULL,NULL,5/27/2015,73267,0,3774,10,0.4,0.422222222,0.422222222,0.485714286,35,iphone,17955,162024
2687,NULL,NULL,5/27/2015,14708,1,6049,19,0.622222222,0.711111111,0.591018822,0.436363636,55,iphone,4564,82218
5898,NULL,NULL,5/27/2015,29615,0,3999,13,0.444444444,0.444444444,0.445913469,0.523809524,21,iphone,8088.666667,127567
3704,NULL,NULL,5/27/2015,12509,0,10502,13,0.888888889,1.111111111,0.610985056,0.5,54,iphone,14737.41667,190012
5510,NULL,NULL,5/27/2015,39462,-1,1323,4,0.155555556,0.222222222,0.222222222,0.090909091,11,ipad,49382,188639
9975,NULL,NULL,NULL,NULL,-1,0,1,0.155555556,0.155555556,0.155555556,NULL,NULL,iphone,NULL,105008
7750,NULL,NULL,NULL,NULL,0,0,1,0.288888889,0.288888889,0.288888889,0.777777778,9,ipod,NULL,200367
3339,NULL,NULL,5/27/2015,41781,-1,718,18,0.177777778,0.177777778,0.177777778,NULL,NULL,iphone,1687.294118,70469
3625,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,0.666666667,3,iphone,NULL,38991
9866,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,NULL,NULL,ipad,NULL,204065
6249,NULL,NULL,NULL,NULL,-1,0,1,0.155555556,0.155555556,0.155555556,0.333333333,3,iphone,NULL,246440
5527,NULL,NULL,5/26/2015,167086,0,294,1,0.155555556,0.155555556,0.155555556,1,2,ipad,NULL,167381
4416,NULL,NULL,5/27/2015,52759,-1,225,2,0.133333333,0.133333333,0.133333333,0.25,4,iphone,199102,251992
439,NULL,NULL,5/27/2015,10865,0,5604,3,0.444444444,0.555555556,0.376763933,0.846153846,13,iphone,7070.5,26501
2128,NULL,NULL,5/26/2015,144050,0,3260,3,0.511111111,0.511111111,0.511111111,0.75,16,iphone,36030.5,215652
8039,NULL,NULL,5/27/2015,17643,0,2217,4,0.222222222,0.444444444,0.444444444,0.666666667,6,iphone,51332.66667,171774
5485,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,1,1,iphone,NULL,168359
5418,NULL,NULL,5/27/2015,30707,0,2503,15,0.644444444,0.644444444,0.490121325,0.464285714,28,iphone,5149,102748
182,NULL,NULL,5/27/2015,7434,1,2373,3,0.333333333,0.333333333,0.333333333,0.875,8,ipad,2149,12169
9465,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,NULL,NULL,ipad,NULL,192915
6596,NULL,NULL,5/26/2015,144530,0,4000,4,0.222222222,0.222222222,0.222222222,0.571428571,7,iphone,15818.66667,194475
7953,NULL,NULL,5/27/2015,6016,0,4039,6,0.444444444,0.666666667,0.396340483,0.647058824,17,ipad,3094,21599
6825,NULL,NULL,5/27/2015,21808,0,3453,6,0.4,0.444444444,0.444444444,0.347826087,23,ipod,35545.8,201329
3413,NULL,NULL,5/26/2015,101166,0,5645,13,0.444444444,0.444444444,0.444444444,0.424242424,33,ipad,7699.833333,193566
3178,NULL,NULL,5/26/2015,90755,0,1357,8,0.355555556,0.355555556,0.355555556,0.642857143,14,iphone,12029,173231
8764,NULL,NULL,NULL,NULL,0,0,1,0.222222222,0.222222222,0.222222222,0.428571429,7,ipod,NULL,227078
9552,NULL,NULL,5/26/2015,87193,0,411,2,0.177777778,0.466666667,0.466666667,0.666666667,3,ipad,49,87627
5528,NULL,NULL,5/26/2015,108007,0,652,2,0.266666667,0.355555556,0.355555556,0.75,8,iphone,8549,108660
9386,NULL,NULL,5/26/2015,143024,0,2198,4,0.333333333,0.333333333,0.333333333,0.75,12,iphone,40917,246720
4909,NULL,NULL,5/25/2015,184021,0,145,2,0.177777778,0.177777778,0.177777778,0.333333333,6,iphone,10206,184167
3146,NULL,NULL,NULL,NULL,-1,0,1,0.133333333,0.133333333,0.133333333,NULL,NULL,iphone,NULL,48363
8959,NULL,NULL,NULL,NULL,-1,0,1,NULL,NULL,0.5,NULL,NULL,ipad,NULL,108708
3519,NULL,NULL,5/26/2015,148618,0,668,3,0.222222222,0.222222222,0.222222222,0.75,4,iphone,24681.5,177424
74,NULL,NULL,5/27/2015,24456,0,30549,17,1.111111111,1.111111111,1.111111111,0.686046512,86,iphone,13354.6875,239361
7009,NULL,NULL,5/26/2015,168151,1,446,3,0.266666667,0.266666667,0.266666667,0.571428571,7,iphone,764,169213
8782,NULL,NULL,NULL,NULL,0,0,1,0.177777778,0.177777778,0.177777778,0.5,4,iphone,NULL,30452
8938,NULL,NULL,5/25/2015,211719,-1,367,2,0.177777778,0.177777778,0.177777778,0.5,4,iphone,2341,212087
7193,NULL,NULL,5/27/2015,81812,0,2364,7,0.4,0.444444444,0.444444444,0.866666667,15,iphone,6195.166667,119212
5578,NULL,NULL,5/27/2015,45649,-1,52,2,0.133333333,0.133333333,0.133333333,NULL,NULL,iphone,86,45702
8611,NULL,NULL,5/25/2015,191155,0,2023,5,0.4,0.4,0.4,0.9375,16,ipad,20878.5,197399
9908,NULL,NULL,5/25/2015,243896,-1,80,2,0.155555556,0.155555556,0.155555556,0.333333333,3,iphone,81056,243977
5339,NULL,NULL,5/26/2015,94296,0,3192,14,0.488888889,0.488888889,0.488888889,0.789473684,19,iphone,2704.307692,130469
2465,NULL,NULL,5/27/2015,9876,0,3383,6,0.222222222,0.555555556,0.555555556,0.571428571,7,iphone,22230.6,121594
7546,NULL,NULL,5/26/2015,130575,0,573,2,0.444444444,0.444444444,0.444444444,0.823529412,17,ipad,1177,131149
2279,NULL,NULL,5/26/2015,110510,-1,90,2,0.133333333,0.133333333,0.133333333,0.5,2,ipad,516,110601
5128,NULL,NULL,5/25/2015,184044,0,564,2,0.222222222,0.222222222,0.222222222,1,3,iphone,406,184634
5571,NULL,NULL,NULL,NULL,1,0,1,0.222222222,0.222222222,0.222222222,0.6,5,ipad,NULL,221929
9049,NULL,NULL,NULL,NULL,0,0,1,0.222222222,0.222222222,0.222222222,1,3,iphone,NULL,137911
9749,NULL,NULL,NULL,NULL,-1,0,1,0.155555556,0.155555556,0.155555556,0.333333333,3,iphone,NULL,211207
9353,NULL,NULL,5/27/2015,2032,0,27513,11,1,1.111111111,1.111111111,0.559633028,109,iphone,16921,173264
6928,NULL,NULL,NULL,NULL,-1,0,1,0.155555556,0.155555556,0.155555556,1,2,iphone,NULL,188874
8642,NULL,NULL,5/27/2015,47033,-1,154,2,0.133333333,0.133333333,0.133333333,1,1,iphone,23175,47188
1990,NULL,NULL,5/27/2015,26469,0,36073,13,0.8,0.8,0.8,0.435483871,124,ipad,15580.08333,213955
3615,NULL,NULL,NULL,NULL,-1,0,1,0.177777778,0.177777778,0.177777778,0.333333333,3,iphone,NULL,228243
6650,NULL,NULL,5/25/2015,186342,0,714,2,0.177777778,0.288888889,0.288888889,0.4,5,iphone,32028,218780
7791,NULL,NULL,NULL,NULL,0,0,1,0.2,0.2,0.2,1,4,iphone,NULL,194094
3330,NULL,NULL,5/26/2015,95079,0,1916,4,0.444444444,0.511111111,0.511111111,0.75,20,ipod,7027.333333,117605
9649,NULL,NULL,NULL,NULL,0,0,1,0.266666667,0.266666667,0.266666667,1,5,iphone,NULL,215230
6791,NULL,NULL,5/27/2015,58363,0,4094,11,0.488888889,0.511111111,0.511111111,0.8,20,iphone,17071.9,229250
2139,NULL,NULL,5/25/2015,207710,0,81,2,0.177777778,0.177777778,0.177777778,0.5,4,iphone,3020,207792
5483,NULL,NULL,5/27/2015,3806,0,5146,3,0.466666667,0.466666667,0.466666667,0.8125,16,iphone,118725,241258
1940,NULL,NULL,5/27/2015,16037,0,2570,6,0.4,0.4,0.4,0.842105263,19,ipad,33850.4,185508
6605,NULL,NULL,NULL,NULL,0,0,1,0.2,0.2,0.2,1,4,iphone,NULL,198407
2900,NULL,NULL,NULL,NULL,0,0,1,0.177777778,0.177777778,0.177777778,1,3,ipad,NULL,219775
522,NULL,NULL,5/27/2015,31657,0,931,1,0.266666667,0.333333333,0.333333333,1,6,iphone,NULL,32589
5082,NULL,NULL,5/27/2015,77625,0,897,5,0.288888889,0.288888889,0.288888889,0.777777778,9,iphone,2123,85911
456,NULL,NULL,5/26/2015,166618,0,638,2,0.288888889,0.288888889,0.288888889,0.833333333,6,ipad,82680,167257
2236,NULL,NULL,5/27/2015,13982,0,41918,20,0.888888889,0.888888889,0.888888889,0.550561798,89,ipad,9406.842105,193488
4433,NULL,NULL,NULL,NULL,1,0,1,0.288888889,0.288888889,0.288888889,0.583333333,12,iphone,NULL,229251
5555,NULL,NULL,5/27/2015,32244,0,41552,25,1.111111111,1.111111111,1.111111111,0.450980392,102,iphone,8565.875,237946
6906,NULL,NULL,5/25/2015,178663,0,7019,8,0.888888889,0.888888889,0.888888889,0.49122807,57,iphone,4303.857143,202753
9684,NULL,NULL,5/26/2015,165151,-1,145,2,0.155555556,0.155555556,0.155555556,0.5,2,iphone,43838,165297
